ligand_name,ligand_type,denticity,temperature,solvent,ligand_class,MW,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumRings,P_atoms,O_atoms,HeavyAtoms,predicted_selectivity
phosphite_2-tBu_4-OMe_6-H_T100_benzene,phosphite,1,100,benzene,phosphite,410,6.7,28.0,0,3,7,3,1,3,31,74.50592888476193
phosphite_2-iPr_4-F_6-OMe_T100_hexane,phosphite,1,100,hexane,phosphite,414,5.2,28.0,0,3,7,3,1,3,31,74.48706111689933
phosphite_2-CF3_4-H_6-H_T100_benzene,phosphite,1,100,benzene,phosphite,396,5.0,28.0,0,3,6,3,1,3,30,74.4703636196225
phosphite_2-CF3_4-Me_6-Me_T100_hexane,phosphite,1,100,hexane,phosphite,424,6.0,28.0,0,3,6,3,1,3,32,74.46737380579111
phosphite_2-tBu_4-F_6-Me_T100_benzene,phosphite,1,100,benzene,phosphite,398,7.0,28.0,0,3,7,3,1,3,30,74.42311711392435
phosphine_2-tBu_4-F_6-Cl_T100_hexane,phosphine,1,100,hexane,phosphine,586,6.3,13.0,0,0,7,3,1,0,45,74.41003489239218
phosphine_2-tBu_4-H_6-Cl_T100_hexane,phosphine,1,100,hexane,phosphine,532,6.3,13.0,0,0,7,3,1,0,40,74.41003489239218
phosphine_2-tBu_4-F_6-F_T100_hexane,phosphine,1,100,hexane,phosphine,538,6.3,13.0,0,0,7,3,1,0,41,74.41003489239218
phosphine_2-tBu_4-Me_6-OMe_T100_xylene,phosphine,1,100,xylene,phosphine,604,7.3,13.0,0,1,7,3,1,1,46,74.39794177914031
phosphine_2-tBu_4-OMe_6-Me_T100_xylene,phosphine,1,100,xylene,phosphine,604,7.3,13.0,0,1,7,3,1,1,46,74.39794177914031
phosphine_2-tBu_4-F_6-Me_T100_benzene,phosphine,1,100,benzene,phosphine,526,6.8999999999999995,13.0,0,0,7,3,1,0,40,74.37297434605192
phosphine_2-tBu_4-Me_6-F_T100_benzene,phosphine,1,100,benzene,phosphine,526,6.8999999999999995,13.0,0,0,7,3,1,0,40,74.37297434605192
phosphine_2-tBu_4-Me_6-Cl_T100_benzene,phosphine,1,100,benzene,phosphine,574,6.8999999999999995,13.0,0,0,7,3,1,0,44,74.37297434605192
phosphine_2-tBu_4-OMe_6-Me_T100_benzene,phosphine,1,100,benzene,phosphine,604,7.3,13.0,0,1,7,3,1,1,46,74.36546049463345
phosphine_2-tBu_4-Me_6-OMe_T100_benzene,phosphine,1,100,benzene,phosphine,604,7.3,13.0,0,1,7,3,1,1,46,74.36546049463345
phosphite_2-CF3_4-Me_6-Me_T100_benzene,phosphite,1,100,benzene,phosphite,424,6.0,28.0,0,3,6,3,1,3,32,74.3429694663031
phosphine_2-tBu_4-OMe_6-OMe_T100_benzene,phosphine,1,100,benzene,phosphine,694,7.1,13.0,0,2,7,3,1,2,53,74.32616946101804
phosphine_2-tBu_4-OMe_6-Cl_T100_xylene,phosphine,1,100,xylene,phosphine,664,6.699999999999999,13.0,0,1,7,3,1,1,51,74.20221997629186
phosphine_2-tBu_4-H_6-OMe_T100_xylene,phosphine,1,100,xylene,phosphine,562,6.699999999999999,13.0,0,1,7,3,1,1,43,74.20221997629186
phosphine_2-tBu_4-F_6-OMe_T100_xylene,phosphine,1,100,xylene,phosphine,616,6.699999999999999,13.0,0,1,7,3,1,1,47,74.20221997629186
phosphine_2-tBu_4-OMe_6-F_T100_xylene,phosphine,1,100,xylene,phosphine,616,6.699999999999999,13.0,0,1,7,3,1,1,47,74.20221997629186
phosphine_2-tBu_4-OMe_6-H_T100_xylene,phosphine,1,100,xylene,phosphine,562,6.699999999999999,13.0,0,1,7,3,1,1,43,74.20221997629186
phosphine_2-tBu_4-H_6-OMe_T100_hexane,phosphine,1,100,hexane,phosphine,562,6.699999999999999,13.0,0,1,7,3,1,1,43,74.14707322522686
phosphine_2-tBu_4-OMe_6-Cl_T100_hexane,phosphine,1,100,hexane,phosphine,664,6.699999999999999,13.0,0,1,7,3,1,1,51,74.14707322522686
phosphine_2-tBu_4-OMe_6-H_T100_hexane,phosphine,1,100,hexane,phosphine,562,6.699999999999999,13.0,0,1,7,3,1,1,43,74.14707322522686
phosphine_2-tBu_4-OMe_6-F_T100_hexane,phosphine,1,100,hexane,phosphine,616,6.699999999999999,13.0,0,1,7,3,1,1,47,74.14707322522686
phosphine_2-tBu_4-F_6-OMe_T100_hexane,phosphine,1,100,hexane,phosphine,616,6.699999999999999,13.0,0,1,7,3,1,1,47,74.14707322522686
phosphine_2-tBu_4-H_6-H_T100_hexane,phosphine,1,100,hexane,phosphine,430,6.3,13.0,0,0,7,3,1,0,33,74.1033070637487
diphosphine_4-Me_T100_benzene,diphosphine,2,100,benzene,diphosphine,496,8.3,13.0,0,0,9,6,2,0,38,74.05456883459279
diphosphine_4-OMe_T100_benzene,diphosphine,2,100,benzene,diphosphine,538,8.3,13.0,0,0,9,6,2,0,41,74.05456883459279
phosphine_2-tBu_4-Me_6-Me_T100_benzene,phosphine,1,100,benzene,phosphine,514,7.5,13.0,0,0,7,3,1,0,39,74.02813410848901
phosphine_2-tBu_4-Me_6-Me_T100_xylene,phosphine,1,100,xylene,phosphine,514,7.5,13.0,0,0,7,3,1,0,39,73.9760272900334
phosphine_2-tBu_4-F_6-F_T100_xylene,phosphine,1,100,xylene,phosphine,538,6.3,13.0,0,0,7,3,1,0,41,73.93872051771955
phosphine_2-tBu_4-H_6-Cl_T100_xylene,phosphine,1,100,xylene,phosphine,532,6.3,13.0,0,0,7,3,1,0,40,73.93872051771955
phosphine_2-tBu_4-F_6-Cl_T100_xylene,phosphine,1,100,xylene,phosphine,586,6.3,13.0,0,0,7,3,1,0,45,73.93872051771955
phosphine_2-tBu_4-F_6-F_T100_benzene,phosphine,1,100,benzene,phosphine,538,6.3,13.0,0,0,7,3,1,0,41,73.93669654141439
phosphine_2-tBu_4-F_6-Cl_T100_benzene,phosphine,1,100,benzene,phosphine,586,6.3,13.0,0,0,7,3,1,0,45,73.93669654141439
phosphine_2-tBu_4-H_6-Cl_T100_benzene,phosphine,1,100,benzene,phosphine,532,6.3,13.0,0,0,7,3,1,0,40,73.93669654141439
phosphine_2-tBu_4-F_6-Me_T100_toluene,phosphine,1,100,toluene,phosphine,526,6.8999999999999995,13.0,0,0,7,3,1,0,40,73.91559854415178
phosphine_2-tBu_4-Me_6-Cl_T100_toluene,phosphine,1,100,toluene,phosphine,574,6.8999999999999995,13.0,0,0,7,3,1,0,44,73.91559854415178
phosphine_2-tBu_4-Me_6-F_T100_toluene,phosphine,1,100,toluene,phosphine,526,6.8999999999999995,13.0,0,0,7,3,1,0,40,73.91559854415178
phosphite_2-OMe_4-F_6-OMe_T100_hexane,phosphite,1,100,hexane,phosphite,416,5.4,28.0,0,3,6,3,1,3,32,73.84674059870756
phosphite_2-F_4-OMe_6-OMe_T100_hexane,phosphite,1,100,hexane,phosphite,416,5.4,28.0,0,3,6,3,1,3,32,73.84674059870756
phosphine_2-tBu_4-OMe_6-OMe_T100_toluene,phosphine,1,100,toluene,phosphine,694,7.1,13.0,0,2,7,3,1,2,53,73.8388340707764
phosphite_2-Cl_4-F_6-OMe_T100_hexane,phosphite,1,100,hexane,phosphite,406,5.2,28.0,0,3,6,3,1,3,31,73.83570494932066
phosphite_2-CF3_4-F_6-H_T100_hexane,phosphite,1,100,hexane,phosphite,414,5.0,28.0,0,3,6,3,1,3,31,73.83570494932066
phosphite_2-CF3_4-F_6-Me_T100_hexane,phosphite,1,100,hexane,phosphite,428,5.5,28.0,0,3,6,3,1,3,32,73.8103051595109
phosphite_2-Cl_4-OMe_6-OMe_T100_xylene,phosphite,1,100,xylene,phosphite,432,5.4,28.0,0,3,6,3,1,3,33,73.793290809741
phosphite_2-tBu_4-OMe_6-OMe_T100_hexane,phosphite,1,100,hexane,phosphite,454,6.9,28.0,0,3,7,3,1,3,34,73.74644999586957
phosphite_2-OMe_4-H_6-OMe_T100_hexane,phosphite,1,100,hexane,phosphite,398,5.4,28.0,0,3,6,3,1,3,30,73.69635379593602
phosphite_2-H_4-OMe_6-OMe_T100_hexane,phosphite,1,100,hexane,phosphite,398,5.4,28.0,0,3,6,3,1,3,30,73.69635379593602
phosphite_2-OMe_4-OMe_6-H_T100_hexane,phosphite,1,100,hexane,phosphite,398,5.4,28.0,0,3,6,3,1,3,30,73.69635379593602
phosphite_2-CF3_4-F_6-Me_T100_benzene,phosphite,1,100,benzene,phosphite,428,5.5,28.0,0,3,6,3,1,3,32,73.64167683811951
phosphite_2-CF3_4-Me_6-Me_T100_xylene,phosphite,1,100,xylene,phosphite,424,6.0,28.0,0,3,6,3,1,3,32,73.64027880581239
diphosphine_4-F_T100_toluene,diphosphine,2,100,toluene,diphosphine,426,7.5,13.0,0,0,9,6,2,0,32,73.62735386280087
diphosphine_4-CF3_T100_toluene,diphosphine,2,100,toluene,diphosphine,426,7.5,13.0,0,0,9,6,2,0,32,73.62735386280087
diphosphine_4-H_T100_toluene,diphosphine,2,100,toluene,diphosphine,426,7.5,13.0,0,0,9,6,2,0,32,73.62735386280087
phosphite_2-Cl_4-OMe_6-OMe_T100_benzene,phosphite,1,100,benzene,phosphite,432,5.4,28.0,0,3,6,3,1,3,33,73.59021900337702
phosphite_2-iPr_4-F_6-OMe_T100_benzene,phosphite,1,100,benzene,phosphite,414,5.2,28.0,0,3,7,3,1,3,31,73.56630630509775
phosphine_2-iPr_4-Me_6-Cl_T100_xylene,phosphine,1,100,xylene,phosphine,532,5.1,13.0,0,0,7,3,1,0,40,73.55477362114952
phosphine_2-iPr_4-H_6-OMe_T100_xylene,phosphine,1,100,xylene,phosphine,520,4.8999999999999995,13.0,0,1,7,3,1,1,40,73.55477362114952
phosphine_2-iPr_4-OMe_6-F_T100_xylene,phosphine,1,100,xylene,phosphine,574,4.8999999999999995,13.0,0,1,7,3,1,1,44,73.55477362114952
phosphine_2-iPr_4-OMe_6-Cl_T100_xylene,phosphine,1,100,xylene,phosphine,622,4.8999999999999995,13.0,0,1,7,3,1,1,47,73.55477362114952
phosphine_2-iPr_4-OMe_6-OMe_T100_xylene,phosphine,1,100,xylene,phosphine,652,5.3,13.0,0,2,7,3,1,2,50,73.55477362114952
phosphine_2-iPr_4-F_6-OMe_T100_xylene,phosphine,1,100,xylene,phosphine,574,4.8999999999999995,13.0,0,1,7,3,1,1,44,73.55477362114952
phosphine_2-iPr_4-OMe_6-H_T100_xylene,phosphine,1,100,xylene,phosphine,520,4.8999999999999995,13.0,0,1,7,3,1,1,40,73.55477362114952
phosphite_2-tBu_4-F_6-Me_T100_toluene,phosphite,1,100,toluene,phosphite,398,7.0,28.0,0,3,7,3,1,3,30,73.52676595975484
phosphine_2-iPr_4-H_6-Cl_T100_xylene,phosphine,1,100,xylene,phosphine,490,4.5,13.0,0,0,7,3,1,0,37,73.49948924950507
phosphine_2-iPr_4-F_6-F_T100_xylene,phosphine,1,100,xylene,phosphine,496,4.5,13.0,0,0,7,3,1,0,38,73.49948924950507
phosphine_2-iPr_4-F_6-Cl_T100_xylene,phosphine,1,100,xylene,phosphine,544,4.5,13.0,0,0,7,3,1,0,41,73.49948924950507
phosphine_2-iPr_4-F_6-F_T100_hexane,phosphine,1,100,hexane,phosphine,496,4.5,13.0,0,0,7,3,1,0,38,73.48924697634514
phosphine_2-iPr_4-F_6-Cl_T100_hexane,phosphine,1,100,hexane,phosphine,544,4.5,13.0,0,0,7,3,1,0,41,73.48924697634514
phosphine_2-iPr_4-H_6-Cl_T100_hexane,phosphine,1,100,hexane,phosphine,490,4.5,13.0,0,0,7,3,1,0,37,73.48924697634514
phosphine_2-tBu_4-H_6-Me_T100_xylene,phosphine,1,100,xylene,phosphine,472,6.8999999999999995,13.0,0,0,7,3,1,0,36,73.48369027938114
phosphine_2-tBu_4-Me_6-H_T100_xylene,phosphine,1,100,xylene,phosphine,472,6.8999999999999995,13.0,0,0,7,3,1,0,36,73.48369027938114
phosphite_2-iPr_4-F_6-OMe_T100_xylene,phosphite,1,100,xylene,phosphite,414,5.2,28.0,0,3,7,3,1,3,31,73.44400610983176
phosphite_2-tBu_4-H_6-OMe_T100_toluene,phosphite,1,100,toluene,phosphite,410,6.7,28.0,0,3,7,3,1,3,31,73.4347880670089
phosphite_2-tBu_4-OMe_6-H_T100_toluene,phosphite,1,100,toluene,phosphite,410,6.7,28.0,0,3,7,3,1,3,31,73.4347880670089
phosphite_2-CF3_4-F_6-Me_T100_xylene,phosphite,1,100,xylene,phosphite,428,5.5,28.0,0,3,6,3,1,3,32,73.42602264139047
phosphite_2-iPr_4-OMe_6-Me_T100_hexane,phosphite,1,100,hexane,phosphite,410,5.7,28.0,0,3,7,3,1,3,31,73.39311044188963
phosphite_2-iPr_4-Me_6-OMe_T100_hexane,phosphite,1,100,hexane,phosphite,410,5.7,28.0,0,3,7,3,1,3,31,73.39311044188963
phosphite_2-iPr_4-H_6-OMe_T100_toluene,phosphite,1,100,toluene,phosphite,396,5.2,28.0,0,3,7,3,1,3,30,73.36834750169528
phosphite_2-iPr_4-OMe_6-H_T100_toluene,phosphite,1,100,toluene,phosphite,396,5.2,28.0,0,3,7,3,1,3,30,73.36834750169528
phosphine_2-iPr_4-Me_6-Cl_T100_hexane,phosphine,1,100,hexane,phosphine,532,5.1,13.0,0,0,7,3,1,0,40,73.3664724555882
phosphine_2-iPr_4-OMe_6-Cl_T100_hexane,phosphine,1,100,hexane,phosphine,622,4.8999999999999995,13.0,0,1,7,3,1,1,47,73.3664724555882
phosphine_2-iPr_4-OMe_6-H_T100_hexane,phosphine,1,100,hexane,phosphine,520,4.8999999999999995,13.0,0,1,7,3,1,1,40,73.3664724555882
