mysql: [Warning] Using a password on the command line interface can be insecure.
id	title	priority	status
1218	🔬🤖 跨域破壁：T1&T2 AI材料合成技术共享与联合攻关计划 #3190	8	pending
1216	🚀🧬 AI+材料研发跨域协同SOP萃取与全域推广计划 #6259	8	pending
1215	🧪🤖 “智材共生”计划：T1/T2项目AI材料合成技术共享与联合攻关任务 #2145	8	pending
1213	🧬 AI+材料研发跨域协同方法论构建与规模化推广 #1200	8	pending
1212	🤖🔬 深云智合×和光智成：AI材料合成技术共享与联合申报攻坚计划 #8138	8	pending
1210	🧬 跨域AI研发协同范式：从项目试点到组织级方法论的规模化跃迁 #7455	8	pending
1209	🤖⚗️ AI材料合成技术跨界协同与联合申报攻坚计划 #2761	8	pending
1207	🧬 跨域AI材料研发协同范式萃取与规模化推广计划 #5894	8	pending
1206	🧬🤖 AI材料合成技术跨界协同：构建联邦共享引擎与联合攻关闭环 #4346	8	pending
1204	🧬🔗 “AI材料研发协同引擎”方法论沉淀与全域推广计划 #7323	8	pending
1203	🔬🤖 “智材共创”AI材料合成技术协同攻坚计划 #9799	8	pending
1194	🔬📈 AI材料研发“全链协同”方法论萃取与生态化推广战略 #5518	8	pending
1192	🧬🤖「AI材料合成双引擎协同计划」技术共享与联合攻关行动 #9277	8	pending
1188	🚀 AI研发协同资产化：从项目试点到企业级协同引擎构建 #9773	8	pending
1185	🧬 AI科研协同范式跃迁：跨项目技术融合方法论沉淀与规模化推广 🚀 #1669	8	pending
1184	🤖🔗 AI材料合成“双擎”协同：构建技术共享生态与联合申报攻坚 #3285	8	pending
1182	🧬🚀 AI材料研发协同范式：跨域资源编排与方法论全域推广计划 #2052	8	pending
1181	🧪🤖 深云×和光：AI材料合成技术联邦共享与联合攻关计划 #5751	8	pending
1179	🔬 AI材料研发协同范式升级：从“单点突破”到“组织级创新操作系统” #4133	8	pending
1178	🤖⚗️「智材共振」：T1&T2 AI材料合成技术共享与联合申报攻坚 #6089	8	pending
1176	🧬🔗 AI材料研发跨域协同方法论：从“项目试点”到“组织级资产”的转化与推广 #8102	8	pending
1175	🧬🤖 “智材共融”行动：T1/T2 AI材料合成技术共享与联合申报专项 #5316	8	pending
1172	🧩 破壁成链：AI材料研发跨项目协同方法论萃取与规模化推广计划 #4866	8	pending
1171	🤖⚗️ T1×T2 AI材料合成技术共享与联合申报攻坚计划 #8600	8	pending
1169	🧬 AI材料研发协同范式：从项目级突破到组织级SOP 🚀 #1746	8	pending
1168	🔬🤝 深云智合×和光智成：AI材料合成技术协同引擎计划 #4097	8	pending
1165	🧬 破局·沉淀·裂变：AI材料研发跨域协同方法论构建与规模化推广 📈 #4214	8	pending
1164	🧪🤖 “智材共融”计划：AI材料合成技术跨域协同与联合申报攻坚 #4813	8	pending
1162	🧬🔗「智链共生」：AI材料研发跨域协同范式沉淀与全域推广计划 #1544	8	pending
1161	🧬🤖 AI材料合成技术跨域共享与联合攻关计划 #6598	8	pending
1159	🧬🔗 从“单点协同”到“研发引擎”：AI材料跨域协同方法论沉淀与规模化推广计划 #2032	8	pending
1158	🤖🔬 双擎共振：AI材料合成技术共享与联合申报协同攻坚 #6372	8	pending
1156	🧬 AI材料研发协同范式沉淀与全域推广计划 #5249	8	pending
1155	🤖🔬 智合光成：AI材料合成技术共享与联合攻关计划 #5530	8	pending
1149	🔬 AI材料研发协同引擎：从项目试点到标准方法论的跃迁计划 🚀 #8602	8	pending
1148	🤖🔬 AI材料合成技术跨域协同与联合攻关计划 #3636	8	pending
1146	🧪🚀 从“单点破局”到“体系赋能”：AI材料研发跨域协同方法论提炼与规模化推广 #8241	8	pending
1145	🧪🤖 “智合·光成”AI材料合成技术共享与联合申报攻坚计划 #3078	8	pending
1143	🧬 跨域AI科研协同引擎：从项目破局到标准化方法论的跃迁计划 #5879	8	pending
1142	🧬🤖 “智材共铸”行动：AI材料合成技术跨域共享与联合申报攻坚 #2506	8	pending
1140	🚀🔬 AI+材料研发协同范式萃取与全域推广战略任务 #2265	8	pending
1139	🧬🤖 AI材料合成技术协同引擎：深云×和光联合研发与项目申报攻坚计划 #4652	8	pending
1137	🧬 跨域AI材料研发协同引擎：从项目实践到标准化方法论的跃迁计划 #1932	8	pending
1136	🤖⚗️ AI材料合成技术共享与联合攻关协同任务 | T1&T2 #5810	8	pending
1134	🧬🌐 AI材料研发跨域协同范式：从项目突破到标准化方法论的规模化跃迁 #9776	8	pending
1133	🧪🤝 “深云-和光”AI材料合成技术协同与联合申报计划 #3740	8	pending
1131	🧬🚀 AI-材料研发跨域协同方法论沉淀与规模化推广 #1611	8	pending
1130	🧬🤖 智材共生：AI材料合成技术跨域共享与联合攻关计划 #4099	8	pending
1128	⚙️🌐「AI研发协同飞轮」：跨项目技术融合方法论构建与全域推广计划 #8602	8	pending
1127	🧪🤝 “智材共创引擎”：T1/T2跨主体AI材料合成技术协同计划 #4595	8	pending
1125	🧬 AI×材料研发协同范式：从项目实践到组织级方法论的跃迁 #5016	8	pending
1124	🧪🤖 “智合光成”AI材料合成技术共享与联合申报专项 #7569	8	pending
1122	🧬 AI材料研发协同范式：跨域知识资产化与规模化推广计划 🚀 #4527	8	pending
1121	🔬🤝 智链双擎：T1&T2 AI材料合成技术共享与联合申报攻坚计划 #9836	8	pending
1119	🚀 AI材料研发跨域协同方法论沉淀与规模化推广 #5822	8	pending
1118	🧪🤖 “智合·光成”AI材料合成技术共享与联合申报专项 #7893	8	pending
1116	🚀 AI研发协同资产化与规模化推广战略 #7403	8	pending
1115	🧬🤖 “智材共生”计划：深云智合(T1)×和光智成(T2) AI合成技术共享与联合申报攻坚 #3505	8	pending
1113	🧬 AI材料研发协同范式：从项目试点到组织级方法论的规模化跃迁 #6168	8	pending
1112	🧪🤖 AI材料合成“双擎”协同：技术共享机制构建与联合申报计划 #4735	8	pending
1110	🧬 破壁·共生：AI跨域研发协同方法论沉淀与全域推广计划 #1044	8	pending
1109	🧬🤝 “深云-和光”AI材料合成技术融通与联合攻关专项任务 #2950	8	pending
1107	🧬🚀 AI材料研发协同范式：从项目试点到标准化方法论的规模化跃迁 #3898	8	pending
1106	🤖🔬 跨域智联：AI材料合成技术共享与联合攻关计划 #8126	8	pending
1104	🧬 AI×材料研发协同范式升维：从项目试点到「Synergy OS」全域推广 #5461	8	pending
1103	🧪🤖「智材共生」计划：T1&T2 AI材料合成技术共享与联合攻关协同任务 #5009	8	pending
1101	🚀 AI研发协同引擎：从项目试点到企业级方法论的跃迁计划 #5915	8	pending
1100	🔬🤖 「AI材料合成技术双引擎」联合攻坚与申报协同任务 #8292	8	pending
1098	🧬⚙️ AI4S跨域协同引擎：从项目实践到标准化方法论的战略跃迁 #4686	8	pending
1097	🧪🤖 “智合×光成”AI材料合成技术协同攻关与联合申报计划 #6644	8	pending
1095	🚀 AI×科学跨域协同：从项目试点到标准化方法论的跃迁 #2396	8	pending
1094	🧪🤖 AI材料合成技术跨域协同攻坚计划 | 🚀 联合申报与共享机制共建 #6584	8	pending
1092	🔬 AI4S研发协同引擎：跨域资源整合方法论提炼与全域推广计划 🌐 #3518	8	pending
1091	🧬🤖 跨域智联：AI材料合成技术共享与联合申报攻坚计划 #9483	8	pending
1089	🧬✨ AI科研协同引擎：从项目破局到标准化方法论的规模化推广 #8579	8	pending
1088	🧪🤝 T1×T2双擎联动：AI材料合成技术共享与联合攻关计划 #1035	8	pending
1086	🔬🌐 AI研发协同引擎跃迁：从深云-和光实践到标准化方法论 #5038	8	pending
1085	🧪🔗 T1&T2 AI材料合成技术“破壁”协同计划 #6396	8	pending
1083	🧪🚀 AI×材料科学跨域协同引擎：标准化方法论沉淀与全域推广计划 #5580	8	pending
1082	🧬🤝 深云×和光：AI材料合成技术融合与联合攻关计划 #6417	8	pending
1080	🧬 AI科研协同范式跃迁：从“项目级破局”到“企业级创新引擎” #2527	8	pending
1079	🧪🤖 “智合·光成”AI材料合成技术联创与联合申报攻坚计划 #7355	8	pending
1077	🧬 破壁与重构：AI材料研发跨域协同方法论沉淀与规模化推广计划 #3298	8	pending
1076	🤖⚗️ 智汇材料：AI合成技术共享与联合攻关计划 #5448	8	pending
1074	🧬 AI4S跨域协同引擎：从“项目级打通”到“标准化方法论”的战略跃迁 #8330	8	pending
1073	🧪🤖 “智材共生”计划：AI材料合成技术跨企协同与联合申报攻坚 #1334	8	pending
1071	🧬 AI材料研发协同范式：跨域融合方法论萃取与规模化推广战略 #4742	8	pending
1070	🧪🔗 双擎共振：T1&T2 AI材料合成技术共享与联合攻关计划 #6440	8	pending
1068	🧬 破壁与重构：AI材料研发跨项目协同方法论沉淀与规模化推广计划 #6128	8	pending
1067	🧬🤖 “智材共生”AI合成技术共享与联合攻关计划 #5273	8	pending
1065	🧬 AI材料研发跨域协同引擎：从项目实践到标准化方法论的跃迁 #7381	8	pending
1064	🧬🤖 深云智合 × 和光智成：AI材料合成技术共享与联合攻关计划 #7906	8	pending
1062	🧩 AI跨域协同与商业化飞轮构建计划 | 从单点突破到体系化赋能 #8223	8	pending
1061	🧪🤖 AI材料合成技术“破壁”协同：T1&T2联合攻关与项目申报计划 #1095	8	pending
1059	🌐 智核协同引擎：AI跨域融合与商业化方法论转化计划 #3538	8	pending
1058	🧪🤝 T1-T2双擎联动：AI材料合成技术共享与联合攻关计划 #4134	8	pending
1056	🧬 跨域创新资产沉淀与规模化赋能引擎 | 突破点向组织级方法论跃迁计划 #7886	8	pending
1055	🤖⚗️ 智合·光成AI材料合成技术双核协同与联合申报攻坚计划 #3868	8	pending
1053	🧬 跨域创新价值转化引擎：从单点突破到规模化商业落地的SOP构建 #3954	8	pending
1052	🧪🤝「智合·光成」AI材料合成技术联合攻关与申报专项 #3463	8	pending
1050	🧩 深度攻坚“三棱镜”方法论沉淀与组织级推广战略 #7256	8	pending
1049	🧪🤖 跨企AI材料合成技术共享与联合申报攻坚计划 #4751	8	pending
1047	🚀 创新资产化引擎：从单点突破到组织级方法论的规模化跃迁 #1640	8	pending
1046	🧪🤖 “深云×和光”AI材料合成联创计划：技术共享与联合申报攻坚 #1853	8	pending
1043	🚀 从单点突破到体系赋能：跨域研发与验证方法论沉淀及规模化推广计划 #8920	8	pending
1042	🧬🤝🚀 AI材料合成技术跨域协同与联合攻关计划 #7157	8	pending
1040	🧩 高维攻坚“诊断-架构-交付”标准化引擎构建与全域推广 #2574	8	pending
1039	🔬🤖 AI材料合成技术跨域协同计划 | T1 & T2 联合攻关 #9104	8	pending
1037	🧬「破局·复制」：跨域核心攻坚SOP萃取与规模化推广计划 🚀 #9724	8	pending
1036	🤖⚗️ “智材共生”计划：AI材料合成技术跨域协同与联合申报攻坚 #9952	8	pending
1034	🧪🤖 AI材料合成技术共享与联合攻关计划 #5403	8	pending
1032	🧬 “破局引擎”计划：核心攻坚模式的方法论萃取与规模化推广 📈 #9436	8	pending
1031	🧬 跨域攻坚“破局-沉淀-复用”引擎构建计划 #7816	8	pending
1030	🧪🤖 「AI-材料」双核共振计划：技术共享与联合攻关专项 #4397	8	pending
1028	🚀 突破成果资产化：构建“研运一体化”敏捷创新方法论与推广体系 #7875	8	pending
1027	🔬🤖「智材共研」AI材料合成技术共享与联合申报协同计划 #8595	8	pending
1025	🧬🚀 破局·重构·赋能：跨域创新攻坚方法论沉淀与规模化推广计划 #5821	8	pending
1024	🔬🤖 深云×和光｜AI材料合成技术共享与联合申报专项 #8476	8	pending
1022	🧬 破局点资产化：跨域攻坚方法论沉淀与全域推广计划 #8688	8	pending
1021	🧪🤖 AI材料合成技术共享机制与联合申报协同攻坚 #6843	8	pending
1019	🔬⚡️ 破局·沉淀·赋能：跨域技术突破标准化与方法论全域推广计划 #7911	8	pending
1018	🧪🤖「智合×智成」AI材料合成技术共享与联合申报攻坚计划 #4484	8	pending
1016	🚀 创新效能跃迁计划：三大突破点底层逻辑萃取与标准化推广 #6417	8	pending
1015	🤖🔬 深云智合 × 和光智成：AI材料合成技术协同攻关与联合申报计划 #5510	8	pending
1013	🧬 跨域突破资产化：T109/Ni/Pepi方法论萃取与全域推广计划 #1250	8	pending
1012	🧪🤖 「智材共生」AI材料合成技术联合攻关与项目孵化计划 #2113	8	pending
1010	🧩 高复杂度攻坚范式萃取与规模化赋能计划 #7183	8	pending
1009	🧪🤖 AI材料合成技术跨域共享与联合申报攻坚 #2885	8	pending
1007	🚀 “破局-架构-落地”跨域创新攻坚方法论萃取与全域推广计划 #9411	8	pending
1006	🧬🤖 “云光智融”AI材料合成技术协同攻关与联合申报计划 #3060	8	pending
1004	🚀 破局点资产化：三大攻坚范式向标准化创新引擎的跃迁任务 #1865	8	pending
1003	🧪🤝 智汇材料：AI合成技术跨域共享与联合攻关计划 #5527	8	pending
1001	🚀🔬 跨域突破资产化：从单点攻坚到标准化复用的战略引擎构建 #1765	8	pending
1000	🧬🔗 “智合·光成”AI材料合成技术共享与联合攻关计划 #7880	8	pending
998	🧩 跨域攻坚范式萃取与标准化复用引擎建设 #5268	8	pending
997	🧪🤖 AI材料合成技术跨界融合与联合申报攻坚计划 | 🌟 深云智合 × 和光智成协同专项 #6804	8	pending
995	🔭 战略复利引擎：三大突破点方法论封装与全域推广计划 #6764	8	pending
994	🧪🤝 “智材共生”：深云×和光AI材料合成技术共享与联合攻关计划 #6507	8	pending
988	🧪🤖 双擎驱动：深云&和光AI材料合成技术共享与联合攻关计划 #6269	8	pending
986	🧬 战略跃迁·全域方法论资产化与推广引擎 📈 #1561	8	pending
985	🧪🤖 T1×T2：AI材料合成技术“智合·共生”联合攻关计划 #6439	8	pending
1334	🚀 核心创业引擎提速攻坚：T1/T2战略复盘与资源重配任务 #2000	10	pending
1331	🎯 核心引擎破局：T1/T2战略滞后复盘与资源重配冲刺 #3599	10	pending
1328	🚀 核心创业目标攻坚：T1/T2滞后项清零与资源重配战略复盘任务 #3033	10	pending
1313	🚀 核心战略攻坚：T1/T2双引擎提速与资源重配复盘任务 #2399	10	pending
1300	🎯 战略聚焦与破局：T1/T2高权重目标专项复盘与冲刺计划 #5690	10	pending
1297	🚀 核心引擎重启：T1/T2双旗舰项目靶向清障与效能跃升攻坚 #1379	10	pending
1294	🔍 核心创业引擎战略复盘与攻坚任务 | T1/T2滞后专项突破 #7555	10	pending
1282	🚀 核心创业引擎重启计划：T1/T2战略瓶颈突破与资源重配复盘 #5587	10	pending
1277	T3.4: 国家级基金申请（重点/杰青/优青）	10	pending
1275	T3.2: Google Scholar引用数监控与提升	10	pending
1257	T3.1: 建立个人学术文献库（Universal Reference Downloader）	10	pending
1251	T1.3.2: 微信内容智能分析	10	pending
1250	T1.3.1: 邮箱智能监控与分析	10	pending
1247	T1.2.3: 智能提醒与任务分配	10	pending
1245	T1.2.1: 建立联系人档案系统	10	pending
1240	T2.2.3: 种子客户获取与验证	10	pending
1238	T2.2.1: 干实验平台（DFT高通量）产品化	10	pending
1220	🎯 核心引擎重启：T1/T2高权重滞后攻坚与资源重配战略复盘 #5133	10	pending
1214	🚀 核心战略破局：T1/T2高权重滞后根因诊断与资源重配复盘 #2844	10	pending
1211	🚀 核心引擎重启：T1/T2高权重滞后目标战略突围与积压清零专项 #2244	10	pending
1208	🚀 核心创业引擎突围：T1&T2战略复盘与效能跃迁计划 #4753	10	pending
1205	🎯📊 核心创业目标(T1/T2)攻坚与资源重配战略复盘 #4725	10	pending
